transaction_id,order_id,product_id,transaction_quantity
206,699,39,8
207,4534,17,46
208,2898,16,16
209,3794,43,16
210,4653,4,22
211,4328,55,60
212,2013,21,71
213,2197,31,31
214,4818,91,12
215,2632,52,87
216,4645,19,54
217,3990,72,72
218,4457,29,12
219,3626,84,60
220,2763,31,48
221,4024,66,67
222,2878,86,19
223,73,99,78
224,2930,70,24
225,3030,69,96
226,1464,35,13
227,3735,55,81
228,3344,91,26
229,1242,50,86
230,3812,24,64
231,1311,6,6
232,2382,31,94
233,4772,25,92
234,4060,34,64
235,2975,29,73
236,3341,9,63
237,3727,60,36
238,483,97,29
239,2560,90,45
240,3434,9,23
241,4721,10,92
242,2012,27,37
243,567,71,6
244,2230,88,98
245,3896,43,54
246,3035,32,32
247,2113,29,84
248,2384,80,66
249,1941,69,73
250,812,96,39
251,3802,86,73
252,3773,78,73
253,3977,25,69
254,1583,63,34
255,3988,61,27
256,2161,97,59
257,4541,89,36
258,3771,69,21
259,1543,27,9
260,4177,54,9
261,2675,20,60
262,2112,67,99
263,4979,86,60
264,1480,70,76
265,1624,31,71
266,1429,5,16
267,2942,27,99
268,963,95,44
269,3936,16,54
270,711,12,42
271,2027,90,19
272,2254,39,66
273,2748,54,11
274,187,74,70
275,2611,25,82
276,2399,90,8
277,2151,55,40
278,2617,68,95
279,3582,55,27
280,358,91,68
281,558,35,16
282,4734,24,35
283,3298,96,71
284,1432,67,31
285,69,73,69
286,841,76,81
287,2833,99,13
288,2167,100,70
289,3758,74,52
290,1617,58,33
291,4391,59,58
292,507,78,58
293,1285,42,29
294,795,64,8
295,2797,15,36
296,76,8,30
297,3743,80,55
298,25,36,90
299,146,55,62
300,3558,30,83
301,710,46,92
302,319,67,58
303,3163,57,58
304,410,19,50
305,3854,97,69
306,277,76,54
307,2174,33,9
308,517,62,43
309,3066,53,92
310,3262,7,96
311,2089,10,85
312,331,45,6
313,1372,12,72
314,654,42,89
315,1892,97,12
316,3660,86,85
317,1729,84,19
318,2469,27,71
319,4767,90,25
320,3207,64,26
321,1917,40,42
322,2539,42,76
323,384,63,30
324,2549,33,69
325,1512,58,71
326,898,6,56
327,3730,91,89
328,3683,26,93
329,4738,33,43
330,909,82,85
331,4311,5,87
332,4049,70,30
333,796,52,42
334,2166,18,35
335,153,51,41
336,2275,13,76
337,643,13,74
338,799,2,8
339,287,51,81
340,4934,57,30
341,320,1,90
342,1905,88,54
343,2951,7,62
344,462,11,7
345,402,74,80
346,4563,49,98
347,4419,86,60
348,4626,92,70
349,3425,56,57
350,3901,81,96
351,546,92,59
352,787,39,81
353,3499,79,84
354,4906,44,35
355,4226,45,28
356,3002,75,65
357,1135,30,10
358,1101,28,93
359,3385,29,46
360,1247,87,85
361,3480,85,83
362,1129,97,8
363,3863,77,43
364,3139,58,74
365,3546,30,98
366,1661,50,87
367,1169,68,96
368,4450,48,67
369,4053,76,8
370,2639,23,97
371,2950,74,20
372,4144,56,8
373,913,93,82
374,4993,18,28
375,560,23,44
376,111,71,42
377,23,80,5
378,2020,20,40
379,4428,91,69
380,2122,88,51
381,2946,60,6
382,2448,80,51
383,2660,85,57
384,859,50,65
385,173,54,37
386,1421,46,44
387,1264,45,82
388,1642,95,6
389,4779,44,8
390,1020,98,21
391,4822,1,58
392,797,80,96
393,2440,96,51
394,532,93,8
395,2637,8,25
396,3210,94,93
397,1051,14,35
398,2197,91,54
399,3621,69,24
400,3959,100,11
401,4394,98,50
402,213,47,71
403,1681,10,66
404,1441,71,76
405,4572,38,38
406,2509,36,21
407,2208,15,45
408,4711,19,33
409,2802,53,69
410,152,32,97
411,915,14,82
412,283,70,42
413,4404,84,29
414,3633,46,49
415,4608,45,19
416,4942,78,34
417,3445,63,78
418,3916,54,24
419,466,28,98
420,4052,25,37
421,577,34,79
422,2205,5,74
423,741,55,63
424,3176,45,84
425,1343,77,63
426,1723,28,59
427,4560,78,80
428,327,79,70
429,2212,66,16
430,393,71,62
431,2448,24,12
432,3792,7,15
433,3827,59,82
434,2558,68,57
435,1940,4,30
436,449,52,20
437,843,4,20
438,1505,61,62
439,681,69,83
440,312,60,66
441,4993,31,64
442,804,11,51
443,2746,71,27
444,4178,32,11
445,2118,48,86
446,3810,97,32
447,4983,41,63
448,4910,64,68
449,4889,25,44
450,4848,54,32
451,470,26,54
452,4622,91,21
453,350,94,19
454,972,70,88
455,476,77,28
456,686,4,40
457,2243,84,34
458,3592,2,50
459,3457,6,30
460,1503,44,54
461,4220,16,50
462,2791,13,35
463,242,56,13
464,1357,54,9
465,4561,44,76
466,3230,9,16
467,3928,54,51
468,1864,96,53
469,544,71,67
470,2209,42,43
471,1126,8,33
472,3471,49,29
473,3232,54,62
474,2164,78,97
475,3096,9,67
476,4830,46,6
477,1304,86,38
478,845,7,85
479,4905,12,30
480,1000,74,81
481,2317,34,64
482,2362,13,81
483,2753,37,26
484,2578,3,16
485,1080,92,9
486,3914,28,41
487,1155,59,76
488,779,16,54
489,554,42,11
490,1411,39,26
491,2121,41,25
492,27,22,70
493,2021,96,55
494,4540,9,36
495,3563,45,41
496,3534,99,47
497,3086,73,50
498,4091,67,15
499,481,17,91
500,3212,41,43
501,3889,12,54
502,2097,75,73
503,2211,13,45
504,166,19,52
505,4718,26,98
506,2857,69,59
507,4619,53,55
508,3120,2,82
509,3964,6,93
510,536,67,70
511,2105,3,53
512,1703,45,14
513,4229,40,52
514,949,50,13
515,2879,19,26
516,1021,81,35
517,3064,18,33
518,2843,54,77
519,2293,85,42
520,1322,79,67
521,21,85,26
522,3070,34,73
523,2808,74,74
524,183,9,89
525,2179,89,11
526,447,26,91
527,2872,35,17
528,3717,96,98
529,3613,100,83
530,2318,19,95
531,26,6,56
532,2910,45,93
533,2162,24,98
534,3155,57,65
535,3607,34,94
536,3973,95,82
537,2548,35,8
538,3624,30,69
539,1682,13,7
540,3651,43,60
541,3037,72,45
542,1692,69,90
543,632,44,12
544,3225,65,43
545,3404,65,30
546,2127,39,75
547,3087,50,37
548,1957,74,50
549,1838,85,18
550,1526,73,90
551,2136,49,66
552,1961,71,30
553,2314,56,82
554,3892,21,58
555,474,58,50
556,4159,2,72
557,1035,5,50
558,2549,93,82
559,424,66,44
560,2429,84,95
561,768,47,41
562,1698,95,82
563,1590,67,22
564,163,17,35
565,3248,48,39
566,1854,79,81
567,3525,87,9
568,485,17,91
569,419,76,86
570,4131,79,60
571,4371,21,63
572,1389,32,77
573,1014,75,94
574,284,15,81
575,3153,39,32
576,612,12,32
577,1447,14,27
578,4061,47,15
579,1676,1,92
580,2288,41,32
581,2362,8,94
582,1473,13,40
583,1575,2,87
584,3855,19,5
585,3788,45,97
586,4006,68,72
587,1803,47,58
588,2776,67,46
589,1160,23,32
590,3161,27,52
591,1809,62,9
592,121,19,23
593,2845,35,11
594,2419,74,82
595,3512,52,87
596,22,68,48
597,2771,77,13
598,1548,42,94
599,4443,39,22
600,1007,30,56
601,610,86,85
602,2126,66,89
603,1631,91,86
604,2716,53,82
605,1763,32,5
606,1630,28,87
607,1539,9,42
608,1420,18,35
609,1315,25,89
610,4418,7,57
611,3316,7,12
612,3146,91,76
613,4183,12,65
614,408,61,12
615,324,88,83
616,2238,77,11
617,1634,96,45
618,3929,96,84
619,3228,81,11
620,1396,30,74
621,2509,88,11
622,3071,37,92
623,1128,90,27
624,2139,90,55
625,1126,18,97
626,3701,19,80
627,1184,46,45
628,3644,23,12
629,157,60,40
630,421,3,23
631,2502,47,53
632,2992,91,20
633,547,10,16
634,4238,41,87
635,2137,51,73
636,1718,66,96
637,760,28,70
638,4464,100,76
639,172,45,24
640,3130,46,80
641,2481,77,75
642,1113,7,74
643,4758,81,50
644,3954,84,44
645,471,53,88
646,3001,41,73
647,4578,48,26
648,1780,32,33
649,1889,64,54
650,1149,67,29
651,2464,79,16
652,284,13,88
653,2759,73,49
654,1816,25,84
655,744,14,19
656,1720,10,24
657,3616,83,45
658,2101,74,82
659,1662,42,65
660,825,100,55
661,2219,67,57
662,4853,58,95
663,4096,41,61
664,1756,88,55
665,1764,55,44
666,4730,77,44
667,1319,99,64
668,3978,93,48
669,3232,14,42
670,3962,37,12
671,90,75,61
672,3230,80,81
673,473,43,47
674,2550,39,85
675,206,95,23
676,441,44,54
677,2531,22,75
678,2950,68,94
679,1027,77,80
680,4913,19,90
681,3612,18,62
682,3101,95,88
683,4217,59,32
684,4567,39,75
685,3298,85,72
686,3722,82,5
687,1813,46,16
688,1436,50,73
689,3057,33,68
690,484,62,31
691,6,5,81
692,4316,36,71
693,3787,87,59
694,4326,52,51
695,1958,4,60
696,497,40,60
697,4888,53,59
698,3572,28,92
699,2098,22,19
700,2405,59,35
701,1087,22,11
702,2505,19,18
703,3446,24,24
704,3575,80,46
705,2808,26,68
706,3086,55,26
707,1775,79,74
708,4320,33,40
709,2449,25,20
710,1407,5,43
711,4932,81,40
712,1326,100,11
713,3673,83,65
714,1516,5,26
715,2342,88,50
716,2679,90,82
717,2390,41,92
718,3798,93,54
719,1804,78,34
720,2301,16,66
721,2864,51,36
722,3761,73,95
723,1038,52,38
724,1185,60,90
725,4808,93,21
726,3276,68,13
727,3304,1,81
728,4969,18,44
729,1987,78,55
730,1711,10,17
731,75,13,77
732,673,9,32
733,3120,63,47
734,2497,84,73
735,4918,69,49
736,3789,12,73
737,2966,30,68
738,3724,32,47
739,2333,26,27
740,3403,33,85
741,3352,94,61
742,3329,6,85
743,526,1,96
744,1681,14,81
745,2582,75,23
746,422,92,15
747,4806,29,36
748,74,69,65
749,4565,48,12
750,4444,51,43
751,600,38,95
752,4509,32,70
753,4094,97,86
754,2049,18,14
755,4884,42,47
756,1577,51,72
757,4963,49,93
758,1937,1,12
759,1563,71,8
760,4740,91,22
761,545,77,22
762,1224,44,9
763,1572,26,16
764,2744,87,84
765,630,45,93
766,689,99,13
767,3172,34,77
768,434,34,97
769,3113,77,70
770,4808,87,75
771,653,35,40
772,1031,86,78
773,1250,11,87
774,649,67,99
775,3109,61,90
776,4614,75,73
777,4060,34,83
778,1363,31,55
779,4384,72,27
780,98,29,79
781,1716,96,27
782,2786,11,19
783,667,7,91
784,3424,57,40
785,3087,100,83
786,4109,88,74
787,1407,4,93
788,804,13,18
789,2841,93,8
790,3192,4,46
791,1356,41,55
792,914,88,63
793,865,4,47
794,897,87,14
795,2799,33,55
796,1292,24,37
797,1724,35,45
798,1932,21,70
799,767,65,74
800,1908,32,60
801,861,17,50
802,4946,61,40
803,2693,87,26
804,698,93,57
805,2798,47,90
806,4226,92,32
807,4233,74,18
808,2928,45,57
809,3921,96,77
810,4044,54,98
811,4333,16,67
812,1117,38,26
813,1956,66,63
814,2509,16,56
815,3533,24,6
816,3001,70,46
817,2307,20,79
818,2060,96,75
819,1225,2,72
820,3709,60,20
821,4034,21,71
822,2196,76,57
823,3045,7,94
824,148,56,69
825,868,9,47
826,3957,3,56
827,1518,59,9
828,3450,35,48
829,2852,16,37
830,1715,75,21
831,2928,49,19
832,4786,80,94
833,1156,42,91
834,3402,59,25
835,4179,39,62
836,3712,83,32
837,1094,71,8
838,3995,34,59
839,1872,96,58
840,1918,57,22
841,376,76,86
842,4366,28,59
843,3327,24,10
844,44,75,16
845,4922,44,68
846,3855,55,10
847,2571,41,41
848,836,54,54
849,329,70,89
850,4787,47,17
851,493,3,81
852,2707,33,33
853,4792,81,72
854,3071,90,84
855,329,60,67
856,3454,63,66
857,3200,13,45
858,2187,83,75
859,3117,23,64
860,619,48,93
861,2263,11,64
862,4077,49,63
863,1549,31,95
864,1877,68,22
865,554,9,75
866,4453,48,92
867,388,30,19
868,377,51,75
869,2925,78,41
870,4872,26,20
871,1486,27,31
872,4541,46,29
873,3066,89,7
874,2925,77,68
875,242,76,43
876,3456,57,31
877,237,36,79
878,2655,39,52
879,2882,67,43
880,2057,41,97
881,3958,74,89
882,2906,45,45
883,1310,73,32
884,436,11,34
885,864,18,24
886,1911,42,29
887,1046,18,91
888,4438,17,16
889,4468,33,80
890,3273,6,47
891,1734,74,98
892,2612,6,69
893,3597,16,97
894,186,22,81
895,871,35,48
896,233,39,96
897,4300,33,98
898,3115,23,77
899,4510,10,34
900,4454,16,13
901,3638,17,99
902,429,27,16
903,1113,20,73
904,2984,1,24
905,3554,30,64
906,3591,3,47
907,4697,61,73
908,2566,83,80
909,3727,42,92
910,2045,22,28
911,4623,51,72
912,2508,22,57
913,4816,70,87
914,1769,65,56
915,4368,72,84
916,3411,98,76
917,2368,74,73
918,2428,84,86
919,2376,51,36
920,584,8,94
921,919,57,46
922,2609,23,94
923,2900,73,43
924,2831,65,80
925,3843,91,64
926,876,22,88
927,976,49,86
928,917,99,27
929,4491,77,13
930,1978,74,70
931,4018,20,14
932,3692,24,58
933,677,51,72
934,2763,98,42
935,1069,95,94
936,4484,13,97
937,2609,36,94
938,4953,80,68
939,3229,48,95
940,748,33,90
941,3195,100,36
942,1337,84,23
943,806,30,44
944,3307,30,79
945,1760,37,27
946,3367,43,74
947,2737,57,73
948,3845,53,98
949,4304,30,49
950,2294,51,59
951,1800,71,25
952,3767,85,74
953,3801,83,20
954,1954,68,41
955,3386,86,34
956,1471,74,83
957,1788,76,54
958,217,60,46
959,3807,94,95
960,159,13,69
961,1327,81,30
962,21,98,31
963,1588,56,20
964,1085,42,11
965,2388,51,41
966,2952,27,20
967,4527,91,12
968,4569,10,41
969,4490,4,76
970,867,17,98
971,4200,66,75
972,2491,42,27
973,1436,33,30
974,4044,58,43
975,3632,73,78
976,4513,45,78
977,1385,87,69
978,389,57,37
979,1566,92,49
980,1190,6,42
981,3115,30,97
982,4199,89,79
983,2367,18,27
984,2419,36,77
985,787,44,74
986,4038,52,86
987,1066,76,24
988,4746,94,61
989,3444,64,32
990,4897,57,55
991,3297,20,89
992,3324,95,83
993,138,21,91
994,2454,40,91
995,318,17,18
996,3768,75,11
997,100,37,36
998,255,86,13
999,1885,43,79
1000,1457,65,21
1001,3371,83,74
1002,3654,20,85
1003,1861,59,77
1004,530,13,79
1005,4657,94,70
1006,3313,1,11
1007,1333,71,17
1008,890,20,69
1009,2821,10,73
1010,1201,17,68
1011,3977,15,62
1012,2280,62,66
1013,946,66,68
1014,4125,30,42
1015,1082,50,7
1016,3629,20,48
1017,732,22,10
1018,2117,59,62
1019,282,25,23
1020,1975,85,12
1021,4149,94,56
1022,216,39,82
1023,4401,70,66
1024,832,82,59
1025,3349,9,24
1026,1556,47,24
1027,1322,96,87
1028,1066,95,20
1029,2190,99,90
1030,628,86,54
1031,3203,38,24
1032,4910,48,67
1033,3614,89,25
1034,4576,55,40
1035,2616,99,54
1036,1459,51,15
1037,2864,4,44
1038,4409,12,17
1039,871,32,18
1040,2940,19,25
1041,2013,27,67
1042,4527,37,64
1043,4336,57,55
1044,1643,63,67
1045,1167,22,74
1046,150,95,89
1047,4954,66,64
1048,4053,54,98
1049,1208,28,50
1050,4349,45,75
1051,1249,14,63
1052,4073,19,94
1053,1165,68,41
1054,4424,23,50
1055,1674,98,72
1056,2136,20,26
1057,358,95,75
1058,4847,55,75
1059,1669,17,97
1060,4365,16,46
1061,345,48,43
1062,3154,31,13
1063,696,1,89
1064,2127,43,21
1065,4946,17,5
1066,1034,88,44
1067,678,81,74
1068,4083,77,91
1069,2587,61,83
1070,3468,47,43
1071,1832,65,17
1072,3242,1,84
1073,2517,66,65
1074,4206,28,52
1075,802,35,91
1076,3831,23,8
1077,1145,51,59
1078,3350,97,68
1079,2686,12,23
1080,4663,72,46
1081,3664,93,16
1082,4450,33,15
1083,897,98,22
1084,2269,26,83
1085,4091,27,62
1086,267,6,88
1087,4494,18,97
1088,3304,99,93
1089,1825,57,63
1090,3429,39,90
1091,965,5,7
1092,164,48,49
1093,2392,51,12
1094,1112,45,74
1095,4271,87,77
1096,739,28,60
1097,4435,59,50
1098,1045,65,17
1099,3099,53,35
1100,2461,3,71
1101,1805,67,87
1102,2834,21,22
1103,2435,57,61
1104,1829,84,76
1105,936,31,40
1106,1035,29,17
1107,4227,97,47
1108,4290,28,67
1109,2433,48,25
1110,4477,96,6
1111,1867,63,12
1112,2556,75,59
1113,1429,45,84
1114,1286,35,34
1115,3820,63,73
1116,2810,29,17
1117,4847,77,76
1118,4462,63,76
1119,1196,60,56
1120,4002,75,17
1121,144,9,73
1122,1611,3,15
1123,3805,62,68
1124,2468,31,64
1125,1945,76,18
1126,4703,18,93
1127,1470,22,92
1128,2304,39,49
1129,88,81,15
1130,3465,57,90
1131,1375,83,11
1132,1124,45,89
1133,1483,38,49
1134,879,89,9
1135,922,45,97
1136,2438,74,21
1137,494,48,70
1138,646,86,71
1139,4767,84,34
1140,1796,63,79
1141,2060,65,29
1142,1001,47,13
1143,3212,77,52
1144,4163,28,99
1145,970,100,30
1146,1851,50,14
1147,2303,73,77
1148,3987,77,72
1149,1142,13,47
1150,434,23,18
1151,4987,98,36
1152,826,77,51
1153,627,63,26
1154,4328,7,5
1155,524,86,72
1156,2849,13,63
1157,4713,86,75
1158,4922,46,81
1159,896,13,93
1160,1981,46,58
1161,437,47,20
1162,2237,81,9
1163,3185,30,61
1164,4402,30,14
1165,1738,2,34
1166,4606,60,34
1167,2282,99,31
1168,2959,29,9
1169,2256,55,32
1170,524,38,34
1171,1733,19,21
1172,802,93,19
1173,4857,47,9
1174,4522,81,78
1175,668,10,83
1176,4531,26,16
1177,4242,98,28
1178,4519,25,93
1179,3926,88,26
1180,1700,66,70
1181,530,73,37
1182,1448,85,81
1183,4831,95,5
1184,2752,62,41
1185,4217,28,32
1186,306,28,9
1187,1694,44,65
1188,2499,77,59
1189,3697,98,43
1190,1537,50,55
1191,434,74,39
1192,1798,27,72
1193,2901,46,88
1194,654,7,58
1195,2854,79,66
1196,1823,88,88
1197,445,74,9
1198,4410,3,94
1199,2556,53,90
1200,3494,39,41
1201,3166,47,98
1202,3925,84,23
1203,66,63,6
1204,1066,62,64
1205,377,29,31
1206,2999,83,34
1207,1480,53,29
1208,39,85,59
1209,4497,3,71
1210,180,65,54
1211,4334,91,96
1212,2136,93,55
1213,541,30,98
1214,3247,63,80
1215,3984,41,59
1216,4379,62,5
1217,495,67,77
1218,2023,58,96
1219,670,12,13
1220,3128,27,43
1221,2130,45,57
1222,3713,65,85
1223,50,31,18
1224,2037,17,61
1225,319,54,40
1226,509,22,32
1227,1996,73,28
1228,3617,57,52
1229,1355,12,20
1230,1881,25,55
1231,2171,48,66
1232,2587,52,13
1233,3754,82,86
1234,178,37,85
1235,3989,57,29
1236,700,100,60
1237,1067,13,19
1238,3727,17,85
1239,4407,21,77
1240,4156,79,64
1241,1331,32,92
1242,2776,39,26
1243,4348,99,79
1244,2421,86,38
1245,3595,83,61
1246,2419,51,42
1247,268,34,84
1248,342,47,54
1249,2490,65,81
1250,1662,16,55
1251,3647,94,86
1252,1354,53,80
1253,1209,89,41
1254,4511,59,61
1255,1211,17,31
1256,1645,1,95
1257,1248,25,46
1258,4306,87,27
1259,3294,90,75
1260,2320,42,25
1261,4986,72,63
1262,2251,2,16
1263,1334,17,45
1264,3657,79,70
1265,1791,24,67
1266,587,13,30
1267,4776,54,77
1268,1764,19,73
1269,3766,83,63
1270,1921,37,10
1271,1258,85,71
1272,4050,68,57
1273,457,54,92
1274,2636,56,81
1275,3294,18,63
1276,4606,87,89
1277,3178,83,61
1278,161,36,66
1279,815,35,45
1280,244,5,67
1281,374,95,80
1282,3623,43,28
1283,97,54,5
1284,1254,98,95
1285,2549,16,94
1286,3283,28,41
1287,4758,70,51
1288,4639,88,62
1289,2658,84,34
1290,4769,14,26
1291,1736,58,15
1292,2791,21,85
1293,4505,27,94
1294,1602,96,6
1295,3795,16,56
1296,4919,82,47
1297,702,39,14
1298,3201,83,75
1299,54,39,58
1300,2645,17,75
1301,2639,90,16
1302,772,43,70
1303,4755,14,76
1304,4911,48,89
1305,1779,12,44
1306,264,44,7
1307,3579,19,40
1308,3335,18,6
1309,2272,95,16
1310,1849,90,21
1311,4586,6,99
1312,330,53,52
1313,1573,89,21
1314,360,54,87
1315,2824,37,80
1316,673,4,64
1317,783,3,94
1318,1423,93,29
1319,384,2,67
1320,1892,20,30
1321,2656,30,95
1322,2940,42,22
1323,4732,51,46
1324,2192,95,91
1325,4723,45,19
1326,3918,65,73
1327,4177,96,24
1328,1714,63,80
1329,1901,86,10
1330,4522,92,53
1331,2987,85,72
1332,2735,68,35
1333,1567,1,7
1334,1792,95,60
1335,3259,48,59
1336,1972,23,60
1337,4041,73,29
1338,2076,74,19
1339,1630,93,6
1340,324,8,59
1341,550,99,57
1342,2873,45,25
1343,3,78,26
1344,208,91,76
1345,159,59,27
1346,2079,17,94
1347,2150,61,9
1348,41,6,85
1349,4972,47,44
1350,342,71,27
1351,3526,43,49
1352,2667,45,45
1353,4239,78,70
1354,3276,90,77
1355,3693,23,47
1356,3706,60,13
1357,2056,77,60
1358,3614,56,76
1359,201,25,68
1360,2147,5,33
1361,565,17,9
1362,2375,61,89
1363,616,72,59
1364,4747,37,76
1365,848,91,46
1366,2640,90,82
1367,371,62,66
1368,2286,26,61
1369,4957,96,24
1370,324,91,37
1371,586,1,78
1372,282,49,99
1373,146,39,42
1374,3899,96,82
1375,4390,11,99
1376,4165,39,70
1377,1722,3,81
1378,133,18,9
1379,1599,5,94
1380,618,60,32
1381,2898,53,14
1382,385,98,77
1383,4384,4,66
1384,1834,54,29
1385,1638,83,14
1386,2973,76,73
1387,2912,4,22
1388,913,8,71
1389,3911,99,26
1390,3951,76,16
1391,3241,47,33
1392,615,63,98
1393,3512,35,25
1394,3927,49,72
1395,343,51,68
1396,2624,57,35
1397,2224,52,33
1398,2593,21,95
1399,86,14,89
1400,4476,77,40
1401,493,48,55
1402,395,28,51
1403,4825,9,88
1404,2891,90,34
1405,2538,53,99
1406,442,78,53
1407,2669,2,33
1408,3377,32,84
1409,2856,15,41
1410,4213,33,15
1411,65,54,74
1412,1016,38,24
1413,2342,91,7
1414,291,25,75
1415,3964,85,69
1416,1043,56,62
1417,2849,18,35
1418,423,59,9
1419,1420,91,5
1420,3191,77,91
1421,2757,46,92
1422,3583,2,15
1423,1134,3,11
1424,3982,84,67
1425,3064,27,72
1426,4352,60,41
1427,934,38,11
1428,742,72,74
1429,4725,23,68
1430,308,69,84
1431,2534,91,94
1432,4859,43,24
1433,4654,14,6
1434,4868,69,29
1435,532,87,90
1436,2959,53,19
1437,1204,37,7
1438,1399,76,76
1439,3930,12,28
1440,4171,73,59
1441,709,47,43
1442,3141,44,36
1443,1177,52,70
1444,1936,93,64
1445,4089,95,22
1446,1075,88,57
1447,715,15,82
1448,3251,64,35
1449,2213,32,62
1450,623,63,91
1451,1718,87,88
1452,385,18,33
1453,4422,80,75
1454,2217,51,70
1455,2054,37,10
1456,3842,78,16
1457,3196,66,58
1458,1233,9,29
1459,451,62,95
1460,1249,14,52
1461,4499,81,70
1462,3484,18,47
1463,470,78,68
1464,4698,59,37
1465,828,19,16
1466,4871,30,23
1467,3202,39,29
1468,3811,15,9
1469,3134,48,12
1470,2231,53,37
1471,446,40,20
1472,708,10,6
1473,4716,64,93
1474,4514,8,42
1475,1409,82,86
1476,1656,63,36
1477,4888,98,36
1478,763,29,77
1479,1858,70,70
1480,4418,97,57
1481,4354,80,5
1482,4600,54,34
1483,2581,2,61
1484,1227,22,6
1485,1888,41,30
1486,1478,5,71
1487,4886,86,49
1488,1214,45,23
1489,841,92,89
1490,4733,93,56
1491,3983,97,82
1492,2483,36,36
1493,4129,15,9
1494,2297,81,45
1495,1592,52,28
1496,4086,43,99
1497,3328,42,61
1498,16,74,62
1499,1381,16,66
1500,3802,85,8
1501,3471,28,82
1502,3863,55,51
1503,3779,49,32
1504,3565,26,6
1505,4185,81,8
1506,2825,65,16
1507,2711,1,64
1508,3856,78,91
1509,1760,100,22
1510,2803,7,33
1511,4480,57,44
1512,4333,25,71
1513,3248,33,57
1514,2934,1,94
1515,3654,41,21
1516,795,57,49
1517,3678,39,92
1518,2550,58,9
1519,3502,78,81
1520,2568,4,76
1521,4868,39,28
1522,3357,74,93
1523,848,61,68
1524,3656,13,86
1525,3943,77,48
1526,2402,35,97
1527,1799,79,74
1528,2553,78,91
