order_id,customer_id,order_date
98,566,2021-05-30
99,909,2021-06-07
100,634,2021-01-22
101,939,2020-04-20
102,85,2021-05-25
103,204,2021-11-30
104,325,2020-05-20
105,775,2022-05-14
106,965,2022-07-24
107,48,2022-03-29
108,640,2022-02-07
109,132,2021-07-20
110,973,2020-02-24
111,869,2021-09-15
112,181,2022-05-05
113,847,2021-12-12
114,144,2021-11-30
115,661,2020-11-17
116,228,2021-04-27
117,955,2022-02-20
118,792,2020-01-31
119,720,2020-12-07
120,910,2021-08-16
121,374,2021-10-25
122,854,2022-07-20
123,561,2022-07-18
124,306,2022-06-21
125,582,2020-01-25
126,170,2020-02-04
127,676,2021-09-08
128,449,2021-03-17
129,96,2020-12-24
130,198,2021-04-02
131,607,2021-10-26
132,257,2022-01-03
133,882,2021-06-01
134,691,2020-08-28
135,293,2022-07-10
136,931,2021-03-28
137,817,2022-01-20
138,862,2020-02-08
139,388,2021-01-19
140,611,2020-11-11
141,555,2020-07-25
142,974,2020-03-14
143,369,2020-08-16
144,1000,2021-05-10
145,918,2020-01-29
146,202,2021-02-03
147,384,2021-12-07
148,513,2020-02-06
149,907,2021-10-09
150,371,2021-11-02
151,556,2020-06-20
152,955,2020-02-11
153,384,2021-04-08
154,24,2022-03-07
155,700,2021-01-17
156,131,2020-07-01
157,378,2022-03-31
158,99,2020-04-28
159,575,2021-11-13
160,932,2022-01-30
161,735,2021-02-19
162,124,2020-03-27
163,964,2021-07-23
164,595,2021-05-13
165,943,2020-01-24
166,740,2020-05-04
167,149,2022-04-16
168,210,2021-07-30
169,563,2022-07-02
170,412,2020-07-17
171,783,2020-03-09
172,42,2020-07-22
173,59,2020-07-27
174,706,2022-06-17
175,37,2021-05-21
176,779,2021-12-15
177,87,2021-02-27
178,44,2021-05-25
179,873,2020-06-15
180,12,2021-03-14
181,771,2022-02-03
182,308,2021-09-07
183,81,2020-09-04
184,33,2020-05-08
185,183,2022-02-16
186,129,2021-08-10
187,807,2021-03-04
188,276,2020-02-22
189,175,2020-07-28
190,555,2020-12-22
191,372,2020-12-27
192,185,2021-11-18
193,445,2021-12-10
194,489,2021-05-04
195,590,2021-07-14
196,287,2021-02-26
197,281,2020-02-06
198,638,2021-01-23
199,771,2022-02-02
200,516,2020-07-22
201,95,2020-02-09
202,227,2020-08-09
203,876,2022-01-17
204,270,2020-07-09
205,881,2021-11-16
206,297,2021-04-04
207,329,2022-03-21
208,20,2020-06-09
209,608,2022-06-16
210,841,2022-01-18
211,411,2020-06-24
212,451,2021-11-05
213,249,2020-10-25
214,181,2020-10-25
215,324,2020-12-30
216,830,2020-07-21
217,783,2021-03-02
218,865,2022-02-03
219,261,2022-01-14
220,964,2021-07-12
221,750,2021-04-08
222,140,2021-09-13
223,599,2021-12-31
224,462,2021-09-09
225,890,2021-07-06
226,622,2021-09-12
227,844,2021-01-03
228,697,2022-04-28
229,529,2021-03-03
230,153,2022-05-10
231,926,2021-03-24
232,150,2021-07-29
233,111,2020-02-14
234,26,2022-06-12
235,465,2021-10-04
236,957,2021-06-18
237,890,2021-01-15
238,887,2022-07-09
239,118,2022-07-29
240,446,2022-05-01
241,596,2022-01-04
242,674,2021-01-26
243,873,2020-07-30
244,929,2020-08-15
245,229,2020-11-05
246,508,2021-05-16
247,764,2020-11-14
248,122,2021-02-17
249,327,2021-12-25
250,470,2021-06-04
251,288,2022-03-20
252,526,2022-07-19
253,840,2020-06-23
254,697,2021-12-16
255,153,2020-09-10
256,592,2021-12-13
257,42,2021-09-21
258,275,2020-11-07
259,553,2022-01-26
260,439,2021-08-03
261,208,2020-10-30
262,780,2021-06-03
263,167,2020-09-05
264,112,2020-11-08
265,350,2020-03-26
266,130,2020-03-27
267,736,2020-11-22
268,887,2020-01-20
269,813,2021-11-14
270,217,2020-11-22
271,382,2020-12-18
272,25,2021-05-22
273,68,2020-12-23
274,979,2020-12-08
275,772,2020-12-27
276,235,2022-02-28
277,717,2022-01-26
278,999,2020-05-19
279,292,2020-06-20
280,727,2020-03-08
281,702,2022-01-06
282,710,2022-07-14
283,728,2022-07-06
284,556,2020-07-28
285,33,2020-11-21
286,12,2022-01-21
287,617,2021-04-20
288,213,2020-09-14
289,139,2021-11-04
290,695,2021-02-28
291,422,2020-12-29
292,638,2020-04-13
293,669,2022-01-31
294,624,2021-11-14
295,489,2020-02-21
296,771,2020-12-16
297,540,2021-04-11
298,980,2021-03-14
299,218,2022-02-03
300,664,2020-11-03
301,822,2021-03-05
302,308,2020-08-20
303,175,2020-12-15
304,149,2020-05-12
305,950,2021-11-27
306,542,2021-03-08
307,580,2022-06-07
308,548,2021-05-05
309,808,2021-02-08
310,394,2022-02-23
311,74,2020-02-23
312,298,2021-12-07
313,920,2021-02-08
314,900,2021-02-12
315,815,2022-03-22
316,731,2020-12-06
317,947,2022-01-19
318,877,2021-12-04
319,772,2020-01-16
320,800,2020-12-19
321,778,2020-10-07
322,395,2020-12-10
323,540,2020-12-26
324,430,2021-08-26
325,200,2020-11-13
326,424,2021-10-05
327,62,2021-02-07
328,342,2021-10-14
329,866,2020-04-24
330,45,2020-10-27
331,803,2022-04-22
332,931,2021-01-28
333,89,2021-12-04
334,34,2021-01-08
335,646,2021-11-17
336,233,2022-01-05
337,768,2021-04-16
338,37,2022-06-28
339,769,2021-08-04
340,460,2021-11-16
341,291,2020-05-15
342,198,2020-10-24
343,895,2021-09-14
344,950,2021-02-04
345,255,2020-06-27
346,81,2022-03-18
347,447,2020-02-05
348,137,2022-05-24
349,190,2020-10-11
350,130,2021-09-21
351,210,2020-03-22
352,369,2020-02-07
353,292,2021-05-28
354,377,2021-04-10
355,348,2020-10-13
356,169,2020-02-04
357,885,2022-06-03
358,805,2020-01-04
359,177,2021-02-21
360,538,2020-06-20
361,324,2020-12-11
362,872,2021-05-28
363,509,2020-12-20
364,804,2021-03-16
365,115,2022-03-28
366,799,2020-04-13
367,30,2022-03-19
368,754,2020-03-23
369,290,2021-07-07
370,147,2020-11-06
371,274,2021-11-18
372,222,2021-08-27
373,341,2022-06-14
374,510,2022-03-20
375,515,2022-03-17
376,70,2021-01-31
377,358,2020-07-26
378,909,2022-07-13
379,557,2020-10-08
380,886,2020-09-08
381,766,2020-08-30
382,323,2020-02-23
383,624,2021-04-15
384,92,2021-12-04
385,342,2020-12-13
386,424,2020-03-18
387,552,2021-11-04
388,972,2021-04-07
389,663,2021-01-08
390,415,2022-06-23
391,658,2020-07-15
392,711,2020-02-16
393,968,2021-09-22
394,275,2022-05-03
395,861,2021-11-16
396,44,2021-04-21
397,84,2022-03-01
398,434,2020-09-27
399,810,2020-09-13
400,94,2021-03-10
401,175,2021-04-30
402,406,2020-07-01
403,202,2020-06-27
404,858,2022-06-24
405,499,2022-03-12
406,481,2020-09-01
407,988,2021-07-06
408,330,2021-11-11
409,541,2022-01-25
410,210,2022-06-22
411,618,2022-07-11
412,955,2021-10-31
413,897,2020-07-04
414,983,2021-06-13
415,576,2021-09-30
416,17,2020-09-23
417,107,2020-10-26
418,165,2020-08-13
419,607,2022-01-12
420,537,2022-06-12
421,629,2022-02-26
422,192,2020-08-09
423,196,2021-01-25
424,308,2020-01-06
425,137,2020-07-15
426,953,2021-03-26
427,860,2022-01-29
428,94,2021-02-28
429,892,2021-05-03
430,751,2022-04-19
431,88,2022-07-25
432,161,2022-03-03
433,148,2020-08-03
434,585,2021-11-23
435,456,2021-01-13
436,88,2021-10-24
437,14,2021-07-07
438,315,2022-02-13
439,594,2020-04-30
440,121,2020-07-25
441,885,2021-07-17
442,952,2021-11-10
443,833,2021-06-20
444,716,2020-02-01
445,733,2021-10-22
446,933,2021-10-20
447,282,2022-03-14
448,801,2021-04-25
449,427,2021-12-25
450,783,2020-03-29
451,471,2021-04-25
452,285,2021-08-26
453,277,2022-03-23
454,979,2022-05-18
455,325,2021-04-11
456,535,2020-05-30
457,228,2021-04-27
458,891,2022-07-16
459,596,2021-11-21
460,648,2022-02-25
461,969,2021-05-23
462,574,2020-03-19
463,654,2021-06-03
464,518,2021-06-07
465,257,2021-12-04
466,137,2021-12-15
467,208,2020-11-10
468,464,2021-07-04
469,950,2020-06-18
470,140,2020-02-04
471,5,2020-07-28
472,424,2021-03-02
473,349,2020-03-11
474,942,2020-05-11
475,283,2022-07-25
476,587,2022-06-10
477,821,2020-04-01
478,434,2021-11-10
479,220,2020-08-01
480,820,2022-03-04
481,740,2022-02-07
482,874,2020-04-17
483,787,2022-07-19
484,374,2021-01-16
485,291,2022-05-30
486,564,2021-07-09
487,671,2021-11-08
488,438,2020-04-17
489,827,2021-04-18
490,940,2022-03-21
491,824,2021-05-14
492,509,2021-12-09
493,787,2021-11-23
494,942,2021-03-31
495,856,2020-04-03
496,450,2020-01-02
497,327,2020-01-24
498,491,2020-08-03
499,54,2020-12-10
500,817,2020-12-11
501,95,2020-11-21
502,60,2022-07-07
503,337,2020-03-21
504,667,2020-12-17
505,637,2020-08-28
506,164,2021-12-05
507,571,2021-05-13
508,946,2020-12-19
509,107,2022-03-10
510,202,2021-03-30
511,301,2020-02-22
512,782,2021-07-30
513,890,2022-02-15
514,839,2022-03-03
515,551,2020-03-11
516,680,2020-11-27
517,649,2022-04-10
518,14,2020-09-02
519,904,2020-04-11
520,721,2022-04-19
521,535,2021-05-18
522,505,2021-06-21
523,848,2021-03-11
524,986,2022-03-21
525,777,2021-10-07
526,740,2022-07-22
527,775,2022-06-19
528,210,2022-02-03
529,456,2022-02-06
530,469,2022-03-21
531,474,2020-01-13
532,963,2022-02-23
533,573,2020-07-04
534,401,2021-08-04
535,57,2020-01-14
536,883,2022-02-18
537,750,2020-12-28
538,664,2020-10-22
539,281,2020-09-13
540,5,2021-02-12
541,613,2022-05-30
542,306,2021-10-29
543,344,2022-06-06
544,543,2021-11-01
545,567,2020-08-04
546,154,2021-02-12
547,789,2022-02-06
548,354,2022-06-13
549,358,2020-04-04
550,698,2021-09-25
551,408,2021-01-01
552,412,2021-11-03
553,30,2022-04-09
554,930,2021-05-09
555,372,2020-03-27
556,822,2022-03-26
557,632,2021-10-10
558,948,2021-05-30
559,855,2021-09-04
560,503,2021-11-23
561,8,2020-07-25
562,618,2022-04-08
563,138,2022-01-10
564,695,2022-04-07
565,897,2021-04-10
566,852,2020-12-10
567,377,2020-03-29
568,933,2020-04-09
569,722,2020-08-30
570,149,2022-04-13
571,886,2020-07-23
572,260,2020-12-06
573,127,2020-01-08
574,811,2020-03-27
575,578,2022-03-23
576,533,2022-01-30
577,805,2020-07-26
578,325,2020-02-02
579,977,2020-02-03
580,113,2020-11-29
581,944,2021-10-03
582,651,2021-05-30
583,238,2021-02-27
584,361,2020-09-05
585,991,2021-03-22
586,860,2020-03-03
587,556,2021-09-04
588,64,2020-10-10
589,928,2021-09-02
590,917,2020-12-31
591,455,2020-08-18
592,266,2021-03-07
593,445,2022-07-10
594,604,2020-12-02
595,624,2020-08-28
596,420,2020-04-24
597,340,2021-05-26
598,845,2020-07-20
599,275,2021-10-27
600,370,2021-03-24
601,843,2022-02-22
602,227,2021-05-16
603,226,2020-03-21
604,940,2022-01-16
605,644,2021-05-24
606,909,2021-09-04
607,229,2020-01-08
608,827,2021-02-11
609,898,2020-08-29
610,370,2020-10-23
611,129,2021-07-04
612,808,2022-05-27
613,25,2021-07-03
614,699,2021-09-17
615,293,2021-09-05
616,356,2021-03-28
617,838,2020-08-14
618,135,2022-05-04
619,4,2020-09-07
620,227,2020-11-01
621,890,2021-06-26
622,681,2022-02-02
623,445,2022-01-07
624,418,2021-04-20
625,285,2020-11-23
626,837,2021-12-18
627,27,2021-12-30
628,737,2021-02-25
629,249,2022-07-16
630,366,2022-01-10
631,948,2020-09-07
632,202,2020-11-05
633,438,2021-09-07
634,198,2021-10-10
635,930,2022-02-25
636,648,2020-01-26
637,638,2021-02-27
638,607,2020-09-15
639,73,2021-05-03
640,247,2021-11-21
641,853,2020-07-28
642,136,2021-09-08
643,708,2021-09-07
644,214,2021-09-01
645,476,2020-01-04
646,621,2020-01-27
647,324,2021-03-13
648,103,2020-04-21
649,853,2020-07-10
650,328,2020-09-12
651,596,2021-01-04
652,224,2021-04-23
653,257,2021-09-19
654,646,2021-03-17
655,348,2020-03-06
656,108,2021-09-10
657,927,2022-04-30
658,970,2020-11-23
659,980,2021-11-14
660,520,2021-08-04
661,150,2022-04-06
662,998,2021-02-28
663,477,2021-09-05
664,393,2021-10-21
665,684,2020-02-04
666,559,2020-08-01
667,1,2020-03-29
668,361,2021-08-29
669,692,2021-12-06
670,551,2021-10-02
671,90,2020-08-04
672,75,2020-12-31
673,500,2022-03-26
674,739,2022-06-07
675,636,2021-05-31
676,344,2020-03-05
677,97,2021-02-24
678,852,2021-07-26
679,283,2021-11-21
680,719,2020-07-02
681,33,2021-04-13
682,116,2022-04-16
683,455,2022-02-12
684,866,2021-12-02
685,429,2021-04-07
686,828,2020-01-23
687,826,2020-03-24
688,691,2022-04-24
689,174,2020-11-13
690,746,2020-06-16
691,133,2022-03-11
692,442,2021-11-28
693,94,2020-01-31
694,348,2020-12-06
695,402,2021-02-08
696,420,2021-03-18
697,707,2021-08-04
698,405,2021-04-03
699,942,2020-12-10
700,186,2020-07-22
701,976,2022-07-06
702,376,2020-09-09
703,677,2020-11-22
704,874,2021-12-06
705,703,2021-03-12
706,517,2021-06-09
707,498,2022-04-27
708,499,2021-09-15
709,206,2022-03-22
710,415,2022-04-15
711,366,2020-08-09
712,856,2020-01-10
713,739,2021-07-20
714,420,2022-05-06
715,586,2021-11-26
716,219,2021-04-29
717,952,2021-09-26
718,539,2022-04-03
719,375,2020-07-03
720,23,2020-11-01
721,461,2020-10-03
722,720,2021-02-25
723,355,2022-04-09
724,603,2021-04-12
725,52,2022-03-19
726,999,2021-01-17
727,815,2021-08-02
728,721,2020-10-20
729,574,2021-10-05
730,445,2021-04-13
731,816,2022-07-23
732,105,2022-01-04
733,641,2022-03-12
734,395,2020-03-30
735,972,2020-06-18
736,910,2022-01-18
737,328,2021-05-18
738,607,2020-01-23
739,519,2021-04-30
740,686,2020-11-18
741,246,2021-07-23
742,415,2021-10-29
743,528,2021-05-09
744,170,2020-08-31
745,167,2020-08-17
746,310,2020-02-28
747,940,2020-04-30
748,595,2020-06-05
749,392,2020-08-15
750,221,2022-03-26
751,834,2020-10-16
752,682,2022-07-10
753,835,2021-09-22
754,115,2021-04-03
755,861,2020-08-19
756,335,2021-04-01
757,742,2021-04-10
758,220,2020-08-05
759,247,2022-02-14
760,101,2020-10-12
761,416,2020-06-16
762,222,2021-03-01
763,179,2022-02-27
764,509,2020-10-16
765,175,2021-09-17
766,606,2020-04-30
767,627,2020-09-09
768,674,2021-06-06
769,781,2021-08-11
770,737,2021-07-13
771,746,2021-01-21
772,849,2022-01-06
773,67,2020-11-05
774,457,2020-11-21
775,126,2021-02-07
776,139,2021-01-19
777,625,2021-02-05
778,731,2021-04-16
779,156,2021-09-14
780,697,2020-02-28
781,121,2021-11-07
782,322,2021-01-31
783,449,2021-11-15
784,710,2022-01-10
785,857,2022-04-27
786,291,2021-02-25
787,976,2020-04-28
788,4,2021-02-12
789,701,2021-11-16
790,239,2020-06-29
791,678,2022-05-02
792,172,2022-06-09
793,724,2021-12-01
794,857,2021-01-26
795,583,2022-05-28
796,661,2020-01-24
797,903,2022-02-27
798,797,2020-03-10
799,628,2020-09-20
800,903,2022-03-15
801,835,2020-04-21
802,605,2021-10-11
803,989,2020-07-16
804,615,2020-10-08
805,870,2021-06-29
806,380,2021-04-13
807,710,2021-07-30
808,110,2020-06-10
809,330,2020-03-24
810,101,2021-04-02
811,695,2020-09-15
812,846,2021-06-12
813,918,2020-05-06
814,508,2020-03-28
815,672,2022-04-09
816,594,2022-04-06
817,36,2021-09-18
818,238,2020-01-26
819,244,2020-05-02
820,251,2022-07-27
821,393,2021-12-21
822,767,2022-07-02
823,282,2020-02-10
824,22,2020-11-12
825,430,2020-12-03
826,230,2021-05-21
827,983,2020-09-10
828,401,2021-05-12
829,154,2022-01-11
830,120,2021-03-01
831,678,2021-02-26
832,896,2020-07-23
833,386,2020-07-17
834,390,2021-01-02
835,711,2020-10-07
836,397,2020-10-16
837,347,2021-04-07
838,587,2020-07-16
839,951,2020-01-10
840,79,2020-02-07
841,831,2020-12-24
842,585,2022-06-26
843,200,2022-07-10
844,814,2022-02-23
845,134,2020-03-24
846,560,2022-04-09
847,700,2021-01-13
848,171,2022-07-08
849,452,2021-03-10
850,139,2021-09-25
851,755,2022-05-30
852,314,2021-06-05
853,476,2022-03-21
854,346,2021-03-01
855,388,2022-01-15
856,126,2020-01-27
857,719,2021-01-10
858,851,2021-09-22
859,198,2022-03-21
860,699,2020-03-03
861,901,2022-02-18
862,18,2020-06-09
863,710,2021-09-29
864,448,2022-03-09
865,351,2022-05-04
866,665,2020-10-12
867,644,2020-02-02
868,326,2021-03-26
869,425,2021-02-10
870,165,2020-06-24
871,571,2020-02-10
872,178,2020-08-27
873,440,2021-02-12
874,665,2021-01-09
875,674,2021-10-16
876,915,2021-05-29
877,866,2020-07-14
878,463,2021-06-29
879,754,2022-03-21
880,136,2020-10-19
881,950,2020-05-08
882,748,2022-07-09
883,47,2020-02-20
884,497,2020-10-21
885,640,2022-04-03
886,930,2020-09-25
887,338,2021-09-29
888,158,2020-09-28
889,525,2020-01-27
890,631,2022-07-08
891,815,2021-11-27
892,887,2022-02-23
893,289,2020-12-04
894,803,2022-07-30
895,116,2021-11-04
896,600,2020-09-03
897,637,2021-01-22
898,410,2021-07-24
899,175,2022-05-20
900,499,2020-03-12
901,876,2020-02-27
902,565,2021-10-22
903,623,2021-01-03
904,577,2021-04-17
905,333,2022-04-14
906,887,2021-05-25
907,586,2020-03-01
908,147,2021-06-06
909,773,2021-07-17
910,776,2022-05-16
911,644,2021-12-29
912,49,2020-09-13
913,77,2020-03-11
914,294,2022-02-20
915,117,2022-01-12
916,494,2020-01-26
917,561,2020-04-01
918,110,2020-10-30
919,979,2020-11-21
920,180,2021-05-08
921,562,2021-09-09
922,72,2020-01-24
923,859,2021-03-14
924,434,2020-10-07
925,286,2021-04-06
926,516,2022-02-28
927,75,2021-06-09
928,597,2020-03-07
929,491,2021-05-19
930,322,2021-11-12
931,888,2021-10-03
932,533,2020-02-28
933,209,2021-07-18
934,43,2022-06-15
935,499,2021-03-17
936,29,2022-06-13
937,411,2021-06-10
938,856,2020-12-22
939,181,2020-05-15
940,305,2022-03-27
941,963,2020-03-14
942,615,2020-04-18
943,778,2021-07-15
944,259,2021-05-31
945,373,2020-01-17
946,877,2020-05-24
947,746,2020-09-06
948,858,2022-04-11
949,381,2022-07-01
950,886,2021-03-27
951,613,2022-05-22
952,91,2020-07-01
953,69,2020-09-15
954,618,2021-06-28
955,523,2021-11-28
956,13,2020-11-22
957,617,2021-10-30
958,226,2022-03-01
959,422,2021-10-29
960,168,2022-06-08
961,929,2020-06-26
962,379,2022-06-13
963,290,2022-02-11
964,923,2022-02-11
965,100,2020-08-05
966,218,2022-01-04
967,307,2020-11-27
968,345,2021-12-15
969,211,2020-07-13
970,789,2020-11-27
971,735,2021-08-11
972,669,2021-04-13
973,585,2021-10-11
974,275,2022-02-01
975,410,2020-02-05
976,921,2021-03-11
977,552,2021-10-08
978,235,2021-05-25
979,636,2021-06-27
980,285,2020-10-10
981,665,2020-01-11
982,659,2021-11-19
983,708,2020-08-05
984,173,2021-09-05
985,724,2020-12-01
986,302,2021-06-22
987,823,2022-04-17
988,1,2020-07-29
989,139,2022-07-21
990,708,2020-02-02
991,903,2020-02-07
992,732,2021-08-17
993,868,2020-03-18
994,442,2021-12-24
995,967,2022-04-14
996,916,2020-08-27
997,163,2022-01-31
998,51,2020-06-17
999,243,2020-08-21
1000,871,2020-05-08
1001,21,2020-06-15
1002,684,2020-11-16
1003,631,2022-06-24
1004,129,2022-04-10
1005,485,2021-05-30
1006,366,2020-05-13
1007,106,2022-04-29
1008,707,2022-02-03
1009,226,2020-10-01
1010,653,2022-03-24
1011,784,2021-12-16
1012,119,2021-07-30
1013,546,2021-09-21
1014,152,2020-10-21
1015,909,2020-04-18
1016,902,2020-06-18
1017,39,2021-06-13
1018,770,2021-11-15
1019,267,2021-10-20
1020,7,2021-03-23
1021,894,2021-01-25
1022,263,2022-04-02
1023,615,2021-12-01
1024,935,2021-02-27
1025,332,2021-01-19
1026,371,2020-10-20
1027,342,2021-07-02
1028,383,2020-05-15
1029,371,2021-07-11
1030,691,2021-05-26
1031,820,2022-06-26
1032,259,2021-10-06
1033,333,2021-12-11
1034,670,2021-07-04
1035,522,2022-06-11
1036,628,2022-03-19
1037,969,2022-04-10
1038,390,2022-04-18
1039,629,2021-11-05
1040,182,2022-04-28
1041,236,2022-01-06
1042,194,2021-02-16
1043,812,2022-07-17
1044,592,2022-03-28
1045,63,2020-09-21
1046,333,2022-02-28
1047,560,2020-02-20
1048,589,2021-02-12
1049,662,2021-02-04
1050,121,2020-03-26
1051,787,2020-09-23
1052,346,2020-06-09
1053,526,2021-01-27
1054,223,2020-07-06
1055,605,2021-04-30
1056,237,2021-03-30
1057,106,2021-04-19
1058,214,2020-04-16
1059,519,2022-01-01
1060,613,2022-02-01
1061,561,2020-02-15
1062,553,2021-10-22
1063,923,2021-04-13
1064,159,2021-12-18
1065,390,2020-06-11
1066,144,2020-09-17
1067,960,2021-07-14
1068,486,2021-06-20
1069,38,2021-12-06
1070,572,2021-09-07
1071,626,2022-03-22
1072,96,2020-07-24
1073,353,2020-08-16
1074,497,2021-04-26
1075,209,2020-07-23
1076,289,2021-06-12
1077,63,2020-02-27
1078,395,2021-06-01
1079,397,2021-01-14
1080,606,2022-01-05
1081,833,2020-01-09
1082,414,2020-02-03
1083,347,2020-11-06
1084,1000,2020-11-16
1085,151,2021-02-20
1086,404,2021-04-24
1087,390,2022-02-09
1088,805,2021-05-05
1089,596,2020-06-04
1090,128,2021-12-21
1091,485,2020-03-28
1092,774,2022-04-14
1093,349,2022-01-11
1094,461,2020-02-15
1095,155,2021-10-22
1096,754,2021-12-05
1097,84,2021-10-09
1098,909,2021-04-18
1099,999,2022-03-03
1100,136,2020-07-12
1101,181,2021-09-03
1102,593,2020-11-14
1103,414,2020-04-04
1104,1,2021-02-22
1105,728,2020-08-08
1106,720,2020-08-14
1107,843,2022-07-06
1108,765,2020-12-09
1109,644,2022-07-02
1110,574,2020-11-21
1111,324,2022-06-14
1112,145,2022-02-10
1113,881,2020-12-11
1114,458,2020-05-29
1115,597,2021-11-30
1116,117,2021-10-08
1117,742,2021-12-02
1118,768,2021-12-24
1119,825,2020-01-23
1120,319,2021-06-19
1121,953,2020-03-26
1122,561,2020-03-17
1123,146,2021-10-24
1124,886,2020-03-01
1125,954,2022-06-25
1126,522,2021-12-19
1127,493,2020-07-04
1128,191,2020-02-11
1129,80,2021-08-04
1130,743,2021-11-10
1131,207,2022-01-27
1132,418,2022-06-02
1133,901,2021-04-03
1134,913,2021-03-21
1135,229,2020-12-12
1136,840,2021-02-14
1137,319,2021-12-24
1138,792,2020-06-23
1139,860,2021-09-20
1140,367,2020-05-24
1141,8,2021-10-03
1142,510,2020-07-30
1143,791,2020-11-30
1144,867,2021-06-05
1145,159,2022-04-11
1146,759,2021-05-07
1147,593,2020-11-15
1148,156,2021-03-20
1149,560,2020-06-12
1150,496,2020-12-21
1151,627,2020-05-16
1152,524,2021-12-31
1153,984,2021-07-22
1154,847,2021-01-06
1155,1000,2020-12-26
1156,799,2020-06-22
1157,91,2022-04-25
1158,291,2020-07-08
1159,567,2021-12-30
1160,850,2020-10-27
1161,676,2021-06-10
1162,72,2021-05-11
1163,878,2020-05-21
1164,828,2021-07-24
1165,625,2022-06-21
1166,422,2020-12-29
1167,69,2020-09-09
1168,438,2021-08-07
1169,14,2022-01-12
1170,102,2020-02-21
1171,788,2022-02-21
1172,876,2021-09-14
1173,265,2022-03-07
1174,865,2020-06-06
1175,722,2020-08-11
1176,198,2020-04-04
1177,381,2020-09-21
1178,101,2021-09-11
1179,386,2021-03-26
1180,766,2020-02-26
1181,158,2020-12-01
1182,902,2021-03-16
1183,977,2022-05-16
1184,231,2022-03-16
1185,505,2021-11-13
1186,937,2020-04-12
1187,663,2020-12-23
1188,31,2020-08-04
1189,256,2020-09-18
1190,532,2022-06-29
1191,773,2021-11-27
1192,661,2020-08-14
1193,875,2021-01-30
1194,587,2022-07-01
1195,124,2021-11-02
1196,452,2020-08-30
1197,215,2021-08-11
1198,317,2020-07-05
1199,742,2021-03-24
1200,251,2022-05-16
1201,606,2021-07-30
1202,682,2021-09-24
1203,553,2020-02-27
1204,189,2021-10-18
1205,210,2022-06-14
1206,692,2021-10-06
1207,297,2020-12-22
1208,60,2021-05-30
1209,491,2021-01-24
1210,479,2022-01-04
1211,542,2020-09-08
1212,226,2020-02-20
1213,607,2021-01-18
1214,239,2020-06-19
1215,678,2021-12-25
1216,383,2021-03-08
1217,217,2022-03-24
1218,273,2020-09-28
1219,868,2020-08-17
1220,168,2020-08-21
1221,670,2020-04-27
1222,509,2022-01-02
1223,66,2021-08-26
1224,792,2020-07-02
1225,201,2020-07-06
1226,385,2021-05-22
1227,88,2021-05-08
1228,806,2020-07-02
1229,368,2022-06-12
1230,448,2021-11-04
1231,411,2020-09-24
1232,730,2021-10-01
1233,346,2022-03-13
1234,135,2021-04-17
1235,217,2020-09-26
1236,504,2021-01-26
1237,464,2021-02-12
1238,102,2021-12-06
1239,298,2020-04-09
1240,914,2021-08-17
1241,977,2021-01-01
1242,881,2020-10-23
1243,44,2021-11-26
1244,111,2021-07-31
1245,454,2020-08-22
1246,375,2020-10-10
1247,916,2022-06-30
